"INDICATOR_CODE","INDICATOR_NAME","SOURCE_NOTE","SOURCE_ORGANIZATION",
"FR.INR.RINR","Tasa de interés real (%)","La tasa de interés real es la tasa de interés crediticia ajustada por la inflación medida por el deflactor del PIB. Sin embargo, los términos y condiciones asociados a las tasas de interés difieren según el país, lo que limita su comparabilidad.","Fondo Monetario Internacional, Estadísticas Financieras Internacionales y archivos de datos que utilizan datos del Banco Mundial sobre el deflactor del PIB.",
